sr_no,date,startup_name,subvertical,city,investors,investment_type,amount_usd,remarks,year,industry
234,2018-11-06,theranosis,specialised diagnostics platform,hyderabad,mumbai angels network,seed/ angel funding,,,2018.0,healthcare
235,2018-12-06,alpha capital,supplychain finance,mumbai,alpha capital,private equity,14800000.0,,2018.0,fintech
236,2018-12-06,eshakti,fashion e-tailer,chennai,paragon partners,private equity,10100000.0,,2018.0,ecommerce
237,2018-12-06,daily ninja,hyperlocal delivery platform,bangalore,saama capital and sequoia capital,seed/ angel funding,3000000.0,,2018.0,ecommerce
238,NaT,nirogstreet,an online platform that connects ayurveda doctors with patients,gurgaon,"spiral ventures, subho ray and samir kumar",seed/ angel funding,300000.0,,,healthcare
239,NaT,nivesh,mass market mutual fund investment platform,noida,"letsventure, rajan anandan, basab pradhan, vivek khare and bijoy george",seed/ angel funding,450000.0,,,fintech
240,NaT,whatxe2x80x99s up life,"a local discovery app for dining-out, party, leisure and events",gurgaon,rannvijay singha,seed/ angel funding,,,,ecommerce
241,NaT,homelane,online home furnishing solutions,bangalore,brand capital,seed/ angel funding,3450000.0,,,ecommerce
242,NaT,network intelligence,cybersecurity specialist,mumbai,helix investments,private equity,4800000.0,,,technology
243,NaT,tynor othontics,prosthetics manufacturers,chandigarh,lighthouse funds & thuasne participations,private equity,21000000.0,,,healthcare
244,NaT,elucidata,data analytics (saas),delhi  cambridge,hyperplane venture capital and several angel investors,seed/ angel funding,1700000.0,,,technology
245,NaT,chrysalis,education services provider,pune,menterra venture & artha initiatives,seed/ angel funding,,,,technology
246,NaT,rentsher,online rental marketplace,bangalore,"shorooq investments, letsventure & others",seed/ angel funding,1100000.0,,,ecommerce
247,NaT,drip capital,trade finance firm,mumbai,"accel partners, sequoia india, y combinator and others.",private equity,15000000.0,,,fintech
248,NaT,wickedride,online motorbike and scooter rental platforms,bangalore,"sequoia capital, accel partners & raghunandan gangappa",private equity,9100000.0,,,ecommerce
249,NaT,policybazaar,online insurance selling platform,gurgaon,softbank vision fund & info edge (india) ltd,private equity,200000000.0,,,ecommerce
250,NaT,hipbar,digital payment platform for beverage delivery,bangalore,diageo india,private equity,4000000.0,,,ecommerce
251,NaT,sqqrl,app-based investment platform,gurgaon,equanimity venture fund,seed/ angel funding,1000000.0,,,fintech
252,NaT,paytm,digital payment platform,noida,one 97 communications,private equity,8950000.0,,,technology
253,NaT,sigtuple,data driven intelligence solutions platform,bangalore,"accel partners, idg venture, endiya partners, pi ventures, vh capital, axilor ventures and binny bansal",private equity,19000000.0,,,healthcare
254,NaT,wow express,e-commerce logistics platform,mumbai,undisclosed existing investors as well as the tamarind family trust,private equity,4500000.0,,,technology
255,NaT,front desk ai,an ai platform offering automated customer service software,bangalore,speciale invest & others,seed/ angel funding,1100000.0,,,technology
256,NaT,edureka,online education platform,bangalore,leo capital,seed/ angel funding,2000000.0,,,technology
257,NaT,numeroseven,an artificial intelligence-based recruitment platform,kolkatta,shiva gunapu & others,seed/ angel funding,,,,technology
258,2018-02-05,opentap,online lending platform,chennai,unknown high net-worth individuals,seed / angel funding,450000.0,,2018.0,fintech
259,2018-02-05,bizongo,aggregator for packaging material,mumbai,"b capital, international finance corporation (ifc), accel partners and idg ventures",private equity,22000000.0,,2018.0,ecommerce
260,2018-03-05,disprz,saas,chennai,"il&fs private equity, kae capital & others",seed / angel funding,2500000.0,,2018.0,technology
261,2018-07-05,paisadukan,p2p lending platform,mumbai,,seed / angel funding,225000.0,,2018.0,ecommerce
262,2018-09-05,i3sysytems,ai product company for health and life insurane companies,mumbai,"unitus ventures, behram vakil and jerxis vandrevala",seed / angel funding,1000000.0,,2018.0,technology
263,2018-11-05,earth food,agri-tech,pune,rairah corporation,seed / angel funding,949000.0,,2018.0,ecommerce
264,NaT,nykaa,beauty e-tailer,mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",private equity,24000000.0,,,ecommerce
265,NaT,mfine,doctor-consultation app,bangalore,"prime venture partners, stellaris venture partners and mayur abhaya srisrimal",private equity,4200000.0,,,healthcare
266,NaT,rocketium,online video creation platform,bangalore,blume ventures,seed/ angel funding,300000.0,,,technology
267,NaT,milkbasket,micro-delivery grocery startup,gurgaon,"kalaari capital, unilever ventures and blume ventures",private equity,7000000.0,,,technology
268,NaT,vola,micro lending platform,bangalore,credika and unnamed angel investors,seed/ angel funding,500000.0,,,fintech
269,NaT,cashkumar,p2p lending platform,bangalore,letsventure,seed/ angel funding,735000.0,,,ecommerce
270,NaT,edyoo,products for shoolgoing children,bangalore,rs shanbag,seed/ angel funding,735000.0,,,ecommerce
271,NaT,aashiyaan,housing finance for low-income families,kolkata,"insistor, oikocredit",seed/ angel funding,2000000.0,,,fintech
272,NaT,smartivity,designer of toys and learning projects for kids,delhi,"ashish kacholi, s chand group",seed/ angel funding,2000000.0,,,technology
273,NaT,bonphulapl,oxygen optimiser manufacturer,delhi,atul gupta and saurabh rastogi,seed/ angel funding,293000.0,,,technology
274,NaT,acko,online insurance platform,mumbai,"amazon, ashish dhawan, catamaran ventures, nr narayana murthy.",seed/ angel funding,12000000.0,,,ecommerce
275,NaT,hwell24,home healthcare aggregator,mumbai,"prashant mehta, mitali pawar, nikhil g and bhavesh p, r ranganathan, oncotrust and medintel services pvt. ltd",seed/ angel funding,200000.0,,,healthcare
276,NaT,toffee,online insurance platform,gurgaon,"kalaari capital, omidyar network and accion venture labs",seed/ angel funding,1500000.0,,,ecommerce
277,NaT,tonetag,mobile payments technology platform,bangalore,amazon inc. and mastercard,private equity,8000000.0,,,technology
278,NaT,events high,events and activities discovery platform,bangalore,treebo,private equity,,,,ecommerce
279,NaT,stellaps,iot application platform in agriculture,bangalore,"indusage partners, bill & melinda gates foundation, qualcomm venture, abb technology ventures, omnivore, blume ventures, venture highway and beenext",private equity,14000000.0,,,technology
280,NaT,credright,lending platform for smes,hyderabad,"accion venture lab, yournest venture capital and other angel investors",seed/ angel funding,1300000.0,,,ecommerce
281,2018-02-04,fitternity,online fitness discovey platform,mumbai,"exfinity venture, saha fund partners, arihant patni of patni family office, anjali bansal, shardul amarchand mangaldas, satish khanna and taparia family office.",private equity,2000000.0,,2018.0,ecommerce
282,2018-02-04,synctag,social media anlaytics platform,coimbatore,subhkam ventures and mohit khadaria,seed / angel funding,307600.0,,2018.0,technology
283,2018-02-04,benepik,enhanced employee engagement platform,gurgaon,"vishal bali, yogesh misra, thomas assessments and others",seed / angel funding,,,2018.0,technology
284,2018-02-04,finzy,online loan matchmaking platform,bangalore,,seed / angel funding,1300000.0,,2018.0,ecommerce
285,2018-04-04,varthana,loans and services to affordable private schools in india,bangalore,"chryscapital, existing investors, elevar equity, lgt impact, omidyar network and kaizen private equity also participated in the round",private equity,55000000.0,,2018.0,fintech
286,2018-05-04,indigolearn,online education platform,hyderabad,"maheshwar peri, founder and chairman of career information portal careers360, and jamshed jeejeebhoy, director at byramjee jeejeebhoy pvt. ltd were among the angels",seed / angel funding,150000.0,,2018.0,technology
287,2018-05-04,vedantu,interactive online tutoring platform,bangalore,"accel partners, tiger global and others",private equity,10000000.0,,2018.0,technology
288,2018-09-04,kaleidofin,digital financial services platform,chennai,omidyar network. blume ventures and professor shlomo ben-haim,seed / angel funding,2800000.0,,2018.0,other
289,2018-09-04,pipabella,fashion accessories etailer,mumbai,fireside ventures,seed / angel funding,1000000.0,,2018.0,ecommerce
290,2018-09-04,elemential,blockchain platform,mumbai,"matrix partner, amrish rau, investopad, digital currency group, hinduja group, lightspeed india, eight innovate, amit ranjan, prashant malik and others",seed / angel funding,,,2018.0,technology
291,2018-09-04,kriger campus,mobile-based education network,delhi,,seed / angel funding,46140.0,,2018.0,technology
292,2018-10-04,loanzen,digital lending platform in logistics,bangalore,kae capital management,seed / angel funding,,,2018.0,fintech
293,2018-10-04,traveltriangle,online travel marketplace,gurgaon,"fundamentum, saif partners, bessemer venture partners, rb investments & others",private equity,12000000.0,,2018.0,ecommerce
294,2018-12-04,letsmd,platform to discover healthcare financing options,delhi,"sri capital, waterbridge ventures and thinkuvate",seed / angel funding,1000000.0,,2018.0,healthcare
295,2018-12-04,ayefinance,online lending platform,gurgaon,"blueorchard finance ltd, hinduja leyland finance and intellegrow",debt funding,4600000.0,,2018.0,fintech
296,NaT,mintifi,online lending platform,mumbai,lok capital,seed / angel funding,2000000.0,,,fintech
297,NaT,icanstay,online platform for luxury hotel stay for business travelers,delhi,mr. manoj prasad,seed / angel funding,500000.0,,,ecommerce
298,NaT,pregbuddy,connected care app for pregnant women,bangalore,"rajan anandan, madhusudhan kannan, jayant kadambi, puneet gupta and pradeep k jaisingh",seed / angel funding,,,,healthcare
299,NaT,coverfox,online insurance aggregator,mumbai,"international finance corporation, transamerica and others.",private equity,22000000.0,,,ecommerce
300,NaT,lenskart,online eyewear retailer,faridabad,tr capital,private equity,,,,ecommerce
301,NaT,mamaearth,online baby care products,gurgaon,shilpa shetty kundra,private equity,,,,healthcare
302,NaT,fyle technologies,ai based expense management platform,bangalore,pravega ventures and beenext,seed / angel funding,1100000.0,,,technology
303,NaT,true balance,mobile balance checking app,gurgaon,"line ventures corporation, line corp, naver, shinhan bank and ts investment",private equity,23000000.0,,,technology
304,NaT,visit,ai driven health tech platform,delhi,"biz stone, kunal bahl, rohit bansal, alagu periyannan and karthee madasamy",private equity,,,,healthcare
305,NaT,doxper,digitized health-tech solutions for practitioners,mumbai,vidal healthcare,seed / angel funding,1900000.0,,,healthcare
306,NaT,nykaa,beauty e-tailer,mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",private equity,11000000.0,,,ecommerce
307,NaT,mihuru,online platform providing micro loans for air travel,mumbai,,seed / angel funding,150000.0,,,fintech
308,NaT,capital float,online lending platform,bangalore,amazon,private equity,22000000.0,,,fintech
309,NaT,trip shelf,online travel marketplace,delhi,"gems advisory, alok mittal and sachin bhatia",seed / angel funding,246000.0,,,ecommerce
310,NaT,popxo,women focussed digital media platform,delhi,"neoplux, oppo, idg ventures india, kalaari capital, gree ventures and summit media",private equity,5500000.0,,,technology
311,NaT,railyatri,online travel ticketing platform,noida,"omidyar network, nandan nilekani, blume ventures, helion venture partners",private equity,,,,ecommerce
312,NaT,1mg,online pharmacy store,gurgaon,"sequoia capital, maverick capital ltd and hbm healthcare investments ltd",private equity,10000000.0,,,ecommerce
313,NaT,rubique,online lending marketplace,mumbai,"emery capital, blacksoil and kalaari capital",private equity,,,,ecommerce
314,NaT,samco,online stock broker,mumbai,bay capital investments and others,private equity,7500000.0,,,ecommerce
315,NaT,myloancare,b2c online loans marketplace,gurgaon,sar group,seed / angel funding,978000.0,,,fintech
316,2018-01-03,pharmeasy,online pharmacy store,mumbai,"bessemer venture partners and orios venture partners, jm financials and memg",private equity,,,2018.0,ecommerce
317,2018-01-03,buddy4studdy,online scholarship portal,noida,cba capital and others,private equity,3000000.0,,2018.0,ecommerce
318,2018-01-03,urban ladder,online furniture store,bangalore,"sequoia capital, saif partners and kalaari capital",private equity,12000000.0,,2018.0,ecommerce
319,2018-03-03,kuvera,online financial planning,bangalore,"baskar subramanian, saket kumar, gaurav suri and ankit kesarwani",seed / angel funding,250000.0,,2018.0,ecommerce
320,2018-04-03,gramophone,agri-tech,indore,infoedge,seed/angel funding,1000000.0,,2018.0,technology
321,2018-05-03,wellthy,therapeutics,mumbai,"ranjan pai, apoorva patni, beenext ventures,growx ventures",private equity,2100000.0,,2018.0,healthcare
322,2018-05-03,medgenome,"genetic screening, dna diagnostics labs & research centers",bangalore,"hdfc life, hdfc asset management",private equity,10000000.0,,2018.0,healthcare
323,2018-05-03,finova capital,online lending,jaipur,sequoia capital,private equity,6000000.0,,2018.0,ecommerce
324,2018-05-03,hotelogix,cloud based online hotel management software,noida,"vertex ventures, accel partners and saama capital",private equity,5000000.0,,2018.0,technology
325,2018-04-03,livehealth,health service aggregator platform,pune,nexus venture partners,seed / angel funding,1100000.0,,2018.0,ecommerce
326,2018-06-03,ad2pro,"creative design, brand, media and technology platform solutions",chennai,avendus finance pvt. ltd,debt funding,9700000.0,,2018.0,technology
